"gene_id"	"adj.pval"	"iso"	"gene"	"GO"	"kog"	"chr"	"start"	"end"
"comp1975_c0_seq1"	0.00551290657538371	"isogroup1975"	NA	NA	NA	"Segkk2311_pilon"	2158	2977
"comp2501_c0_seq1"	0.00551290657538371	"isogroup2501"	"Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes ; kelch-like protein 19 E=7e-31"	"GO:0005515"	"Signal transduction mechanisms"	"Segkk520_pilon"	11530	13488
"comp10372_c0_seq1"	0.00552813965006923	"isogroup10372"	"Predicted E3 ubiquitin ligase ; tripartite motif-containing protein 2/3 E=1e-122"	"GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk582_pilon"	45204	53069
"comp64772_c0_seq1"	0.0055729640101769	"isogroup64772"	"Glycoprotein hormone receptor ; leucine-rich repeat-containing G protein-coupled receptor 7 E=4e-32"	"GO:0001584;GO:0007186;GO:0016021;GO:0016500;GO:0004275"	"Signal transduction mechanisms"	"Segkk1819_pilon"	39784	53159
"comp22314_c0_seq1"	0.0056306863951153	"isogroup22314"	"L-fucose kinase"	"GO:0005524;GO:0008152;GO:0016301;GO:0016310;GO:0005737;GO:0016773"	"Carbohydrate transport and metabolism"	"Segkk543_pilon"	233724	240863
"comp5829_c0_seq1"	0.0056306863951153	"isogroup5829"	"Ca2+ sensor (EF-Hand superfamily) ; recoverin E=3e-49"	"GO:0005509;GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357"	"Signal transduction mechanisms"	"Segkk4021_pilon"	49027	60554
"comp27880_c0_seq1"	0.00563236661519502	"isogroup27880"	NA	NA	NA	"Segkk1271_pilon"	16760	17464
"comp33444_c0_seq1"	0.00566437001820544	"isogroup33444"	NA	NA	NA	"Segkk2839_pilon"	83200	84618
"comp697_c0_seq1"	0.00578845142103145	"isogroup697"	"Calmodulin and related proteins (EF-Hand superfamily) ; calmodulin E=3e-32"	"GO:0005509"	"Signal transduction mechanisms"	"Segkk539_pilon"	10899	14580
"comp14103_c0_seq1"	0.00580885788893862	"isogroup14103"	"Ubiquitin carboxyl-terminal hydrolase ; ubiquitin carboxyl-terminal hydrolase 9/24 [EC:3.1.2.15] E=9e-48"	"GO:0005509;GO:0005576;GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167"	"Posttranslational modification, protein turnover, chaperones"	"Segkk2529_pilon"	99419	111002
"comp84148_c0_seq1"	0.00583407088299044	"isogroup84148"	NA	NA	NA	"Segkk4065_pilon"	244394	244640
"comp25812_c0_seq1"	0.00597780464855705	"isogroup25812"	"Amino acid transporters ; basic amino acid/polyamine antiporter, APA family E=1e-101"	"GO:0005279;GO:0006865;GO:0016020;GO:0006810"	"Amino acid transport and metabolism"	"Segkk588_pilon"	1074	14122
"comp9505_c0_seq1"	0.00598036014405445	"isogroup9505"	NA	NA	NA	"Segkk1451_pilon"	112199	115376
"comp55659_c0_seq1"	0.00600031187959583	"isogroup55659"	"Involved in anesthetic response in C.elegans"	NA	NA	"Segkk2751_pilon"	66528	69251
"comp559_c0_seq1"	0.00606485970294247	"isogroup559"	"Rho GDP-dissociation inhibitor ; Rho GDP-dissociation inhibitor E=7e-37"	"GO:0005094;GO:0005737"	"Signal transduction mechanisms"	"Segkk905_pilon"	205911	210737
"comp2669_c0_seq1"	0.00610946962074324	"isogroup2669"	"Arfaptin and related proteins"	NA	"Signal transduction mechanisms"	"Segkk552_pilon"	9089	16983
"comp18526_c0_seq1"	0.00615310242608899	"isogroup18526"	"Porphobilinogen deaminase ; hydroxymethylbilane synthase [EC:2.5.1.61] E=2e-63"	"GO:0004418;GO:0006779"	"Coenzyme transport and metabolism"	"Segkk3730_pilon"	75034	82194
"comp6037_c0_seq1"	0.00617116556664958	"isogroup6037"	"Predicted molecular chaperone, contains DnaJ domain"	"GO:0006950;GO:0033554;GO:0061077"	"Posttranslational modification, protein turnover, chaperones"	"Segkk2109_pilon"	111885	127071
"comp20427_c0_seq1"	0.00617805937573683	"isogroup20427"	"Leucine-rich repeat protein ; E3 ubiquitin-protein ligase LRSAM1 [EC:6.3.2.19] E=1e-54"	"GO:0010992"	NA	"Segkk3047_pilon"	243934	252022
"comp12666_c0_seq1"	0.00627349253947172	"isogroup12666"	NA	NA	NA	"Segkk1225_pilon"	3241	24329
"comp19241_c0_seq1"	0.00627349253947172	"isogroup19241"	"Small nuclear ribonucleoprotein SMD1 and related snRNPs"	"GO:0005634;GO:0005732;GO:0006397;GO:0030529"	"RNA processing and modification "	"Segkk3446_pilon"	122710	126490
"comp6031_c0_seq1"	0.00632823400693092	"isogroup6031"	"Predicted equilibrative nucleoside transporter protein"	NA	"Nucleotide transport and metabolism"	"Segkk3262_pilon"	27927	38767
"comp4703_c0_seq1"	0.0064327179759993	"isogroup4703"	"alpha-1,6-mannosyltransferase [EC:2.4.1.-] E=7e-20"	NA	NA	"Segkk1182_pilon"	26522	27280
"comp4896_c0_seq1"	0.00643502196566797	"isogroup4896"	"Ubiquitin protein ligase RSP5/NEDD4 ; E3 ubiquitin-protein ligase NEDD4 [EC:6.3.2.19] E=1e-101"	"GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0008766;GO:0016881;GO:0018169;GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3945_pilon"	219278	229327
"comp8974_c0_seq1"	0.00645511756971746	"isogroup8974"	"Myosin class II heavy chain"	"GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0008570"	"Cytoskeleton"	"Segkk2201_pilon"	334677	354285
"comp28452_c0_seq1"	0.00646737118647255	"isogroup28452"	"Uncharacterized conserved protein"	NA	NA	"Segkk2573_pilon"	101571	103305
"comp11210_c0_seq1"	0.00648430284582214	"isogroup11210"	"Projectin/twitchin and related proteins"	NA	"Cytoskeleton"	"Segkk413_pilon"	51158	59044
"comp14195_c0_seq1"	0.00659873654324169	"isogroup14195"	"Sulfate/bicarbonate/oxalate exchanger SAT-1 and related transporters (SLC26 family)"	"GO:0008271;GO:0008272;GO:0016020;GO:0031214"	"Inorganic ion transport and metabolism"	"Segkk670_pilon"	66541	69987
"comp4928_c0_seq1"	0.00662420182494284	"isogroup4928"	"Kinesin-like protein ; kinesin family member 3/17 E=3e-75"	"GO:0003777;GO:0005524;GO:0005875;GO:0007018"	"Cytoskeleton"	"Segkk3403_pilon"	28396	56397
"comp23631_c0_seq1"	0.00662521499219845	"isogroup23631"	"Ca2+-permeable cation channel OSM-9 and related channels (OTRPC family)"	"GO:0003910;GO:0005524;GO:0006260;GO:0006281;GO:0006310;GO:0005261;GO:0006812;GO:0016020;GO:0007600"	"Inorganic ion transport and metabolism"	"Segkk2795_pilon"	21970	30494
"comp3484_c0_seq1"	0.00662521499219845	"isogroup3484"	NA	NA	NA	"Segkk1003_pilon"	302358	319561
"comp92833_c0_seq1"	0.00664054805663616	"isogroup92833"	"LRR-containing protein ; Ran GTPase-activating protein 1 E=5e-49"	"GO:0005509"	NA	"Segkk1375_pilon"	192833	193181
"comp36248_c0_seq1"	0.00664374286488722	"isogroup36248"	NA	NA	NA	"Segkk1860_pilon"	55566	55829
"comp364_c0_seq1"	0.00664374286488722	"isogroup364"	"Predicted RNA-binding protein containing PIN domain and invovled in translation or RNA processing"	"GO:0003677;GO:0006355;GO:0003676;GO:0006412"	"Translation, ribosomal structure and biogenesis"	"Segkk3592_pilon"	36435	46090
"comp8657_c0_seq1"	0.00667220827041443	"isogroup8657"	NA	NA	NA	"Segkk1667_pilon"	504	18220
"comp25996_c0_seq1"	0.00667629636269158	"isogroup25996"	NA	NA	NA	"Segkk2633_pilon"	63632	66003
"comp28544_c0_seq1"	0.0067437459791992	"isogroup28544"	"Ubiquitin C-terminal hydrolase ; ubiquitin carboxyl-terminal hydrolase BAP1 [EC:3.4.19.12] E=1e-100"	"GO:0004221;GO:0005622;GO:0006511;GO:0004298;GO:0004299;GO:0007268;GO:0048167"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3132_pilon"	62408	74861
"comp56578_c0_seq1"	0.00676707063252993	"isogroup56578"	"FOG: RCC1 domain ; tryptophan 5-monooxygenase [EC:1.14.16.4] E=8e-84"	"GO:0004510"	NA	"Segkk4025_pilon"	281850	285263
"comp18163_c0_seq1"	0.00676922002501522	"isogroup18163"	NA	NA	NA	"Segkk27_pilon"	64563	65684
"comp21191_c0_seq1"	0.00678609780857841	"isogroup21191"	"protein FRA10AC1 E=2e-93"	NA	NA	"Segkk353_pilon"	49720	126030
"comp89073_c0_seq1"	0.0067948882966546	"isogroup89073"	NA	NA	NA	"Segkk3766_pilon"	123416	123679
"comp17553_c0_seq1"	0.00688204324451807	"isogroup17553"	"FOG: PDZ domain ; multiple PDZ domain protein E=1e-12"	"GO:0005515"	NA	"Segkk1024_pilon"	73383	85832
"comp5905_c0_seq1"	0.00688204324451807	"isogroup5905"	"Rho-GTPase activating protein ; Rho GTPase-activating protein 5 E=8e-81"	"GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557;GO:0005100"	"Signal transduction mechanisms"	"Segkk2165_pilon"	73116	85336
"comp9940_c0_seq1"	0.00688204324451807	"isogroup9940"	"FOG: Ankyrin repeat ; GA-binding protein transcription factor, beta E=5e-124"	NA	NA	"Segkk2861_pilon"	156206	171620
"comp11445_c0_seq1"	0.00689527681942888	"isogroup11445"	NA	NA	NA	"Segkk2713_pilon"	67808	72119
"comp13657_c0_seq1"	0.00703742717004836	"isogroup13657"	"Protein involved in mRNA turnover and stability ; E3 ubiquitin-protein ligase HUWE1 [EC:6.3.2.19] E=3e-70"	"GO:0010992"	"RNA processing and modification "	"Segkk1877_pilon"	101652	115785
"comp5134_c0_seq1"	0.00709639401195641	"isogroup5134"	"Predicted membrane protein ; anterior pharynx defective 1 E=9e-104"	"GO:0005515;GO:0016021;GO:0016485;GO:0043085"	NA	"Segkk3172_pilon"	66200	72825
"comp41412_c0_seq1"	0.00712199794018244	"isogroup41412"	NA	NA	NA	"Segkk2844_pilon"	48440	48904
"comp24568_c0_seq1"	0.00718580980275565	"isogroup24568"	NA	NA	NA	"Segkk3203_pilon"	17051	19009
"comp2666_c1_seq1"	0.00720659730991977	"isogroup2666"	"Uncharacterized conserved protein"	NA	NA	"Segkk2758_pilon"	392027	395602
"comp454_c0_seq1"	0.00720889905932303	"isogroup454"	"Calmodulin and related proteins (EF-Hand superfamily) ; calmodulin E=2e-62"	"GO:0005509"	"Signal transduction mechanisms"	"Segkk539_pilon"	1772	2767
"comp59619_c0_seq1"	0.00725470166368209	"isogroup59619"	"maltase-glucoamylase [EC:3.2.1.20 3.2.1.3] E=9e-58"	"GO:0004558;GO:0004339"	NA	"Segkk1360_pilon"	45950	46389
"comp66741_c0_seq1"	0.00725470166368209	"isogroup66741"	NA	NA	NA	"Segkk1832_pilon"	0	324
"comp77133_c0_seq1"	0.00725470166368209	"isogroup77133"	"Chromatin remodeling protein HARP/SMARCAL1, DEAD-box superfamily"	"GO:0003677;GO:0005524;GO:0008026;GO:0003676;GO:0004386"	"Chromatin structure and dynamics"	"Segkk4347_pilon"	101773	103095
"comp4475_c0_seq1"	0.00730456232752312	"isogroup4475"	"FOG: Immunoglobin and related proteins ; Down syndrome cell adhesion molecule E=1e-22"	"GO:0005554;GO:0005021;GO:0005524;GO:0006468"	"Inorganic ion transport and metabolism"	"Segkk1579_pilon"	9141	20151
"comp20203_c0_seq1"	0.00731109659053468	"isogroup20203"	NA	NA	NA	"Segkk1884_pilon"	153483	154292
"comp41693_c0_seq1"	0.00739216385291636	"isogroup41693"	"Low-density lipoprotein receptors containing Ca2+-binding EGF-like domains ; low density lipoprotein-related protein 2 E=1e-29"	"GO:0016020;GO:0006886;GO:0008565"	"Signal transduction mechanisms"	"Segkk1882_pilon"	44093	47457
"comp19071_c0_seq1"	0.00743222798652399	"isogroup19071"	NA	NA	NA	"Segkk726_pilon"	78171	79390
"comp41969_c0_seq1"	0.00745486711657876	"isogroup41969"	NA	NA	NA	"Segkk3095_pilon"	314776	315584
"comp42102_c0_seq1"	0.0074665463468454	"isogroup42102"	"NACHT, LRR and PYD domains-containing protein 3 E=2e-15"	NA	NA	"Segkk2008_pilon"	23563	27972
"comp3450_c0_seq1"	0.00748632926625713	"isogroup3450"	NA	NA	NA	"Segkk748_pilon"	21555	22685
"comp15712_c0_seq1"	0.00755338012672768	"isogroup15712"	"Microtubule binding protein YTM1 (contains WD40 repeats) ; ribosome biogenesis protein YTM1 E=1e-84"	"GO:0003847;GO:0006412"	"Cytoskeleton"	"Segkk856_pilon"	29648	31965
"comp18598_c0_seq1"	0.00755338012672768	"isogroup18598"	NA	NA	NA	"Segkk2316_pilon"	52644	54594
"comp21935_c0_seq1"	0.00755338012672768	"isogroup21935"	NA	NA	NA	"Segkk1011_pilon"	403667	407521
"comp15239_c0_seq1"	0.00759678291730785	"isogroup15239"	"Cadherin EGF LAG seven-pass G-type receptor ; latrophilin 2 E=1e-31"	"GO:0007218;GO:0016020;GO:0004930"	"Signal transduction mechanisms"	"Segkk2105_pilon"	3759	14536
"comp2305_c0_seq1"	0.00763215070748811	"isogroup2305"	"Alternative splicing factor SRp20/9G8 (RRM superfamily) ; splicing factor, arginine/serine-rich 7 E=1e-30"	"GO:0003676"	"RNA processing and modification "	"Segkk3192_pilon"	205084	208695
"comp36929_c0_seq1"	0.00763215070748811	"isogroup36929"	"K+-dependent Ca2+/Na+ exchanger NCKX1 and related proteins ; solute carrier family 8 (sodium/calcium exchanger) E=2e-08"	"GO:0016021;GO:0005432"	"Inorganic ion transport and metabolism"	"Segkk4043_pilon"	83492	84588
"comp8138_c0_seq1"	0.00763464388969381	"isogroup8138"	NA	NA	NA	"Segkk748_pilon"	22688	30660
"comp20308_c0_seq1"	0.00763900962336307	"isogroup20308"	NA	NA	NA	"Segkk1151_pilon"	70680	73228
"comp4271_c0_seq1"	0.00765033734166961	"isogroup4271"	"NADPH oxidase ; neutrophil cytosolic factor 1 E=1e-160"	"GO:0007242;GO:0004713;GO:0016175"	"Energy production and conversion"	"Segkk487_pilon"	152357	165520
"comp10948_c0_seq1"	0.00767360440547807	"isogroup10948"	"Rap1-GTPase-activating protein (Rap1GAP) ; signal-induced proliferation-associated gene 1 E=2e-34"	"GO:0046582"	"Signal transduction mechanisms"	"Segkk438_pilon"	164525	176021
"comp50953_c0_seq1"	0.00767360440547807	"isogroup50953"	"C-type lectin"	"GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0002226;GO:0001867"	"Defense mechanisms"	"Segkk2777_pilon"	30776	40387
"comp9082_c0_seq1"	0.00767360440547807	"isogroup9082"	"Helicases ; helicase required for RNAi-mediated heterochromatin assembly 1 [EC:3.6.4.13] E=6e-41"	"GO:0003700;GO:0005634;GO:0006355"	"Replication, recombination and repair"	"Segkk866_pilon"	94953	108204
"comp1894_c0_seq1"	0.00768264837588276	"isogroup1894"	"Transcriptional regulator of the PUR family, single-stranded-DNA-binding"	NA	"Transcription"	"Segkk3028_pilon"	179637	188471
"comp24614_c0_seq1"	0.00768264837588276	"isogroup24614"	NA	NA	NA	"Segkk1288_pilon"	3826	4573
"comp25943_c0_seq1"	0.00768552967413986	"isogroup25943"	NA	NA	NA	"Segkk3511_pilon"	24541	27694
"comp17469_c0_seq1"	0.00777393508793738	"isogroup17469"	"Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; Notch E=8e-05"	"GO:0004721;GO:0006470"	"Signal transduction mechanisms"	"Segkk2_pilon"	53914	60518
"comp30596_c0_seq1"	0.00781407186019815	"isogroup30596"	"Splicing coactivator SRm160/300, subunit SRm300"	NA	"RNA processing and modification "	"Segkk1927_pilon"	29540	37540
"comp23589_c0_seq1"	0.00781476290258359	"isogroup23589"	NA	NA	NA	"Segkk2209_pilon"	26777	33780
"comp22493_c0_seq1"	0.0078293521204523	"isogroup22493"	"Ubiquitin carboxyl-terminal hydrolase ; ubiquitin carboxyl-terminal hydrolase 25/28 [EC:3.1.2.15] E=2e-142"	"GO:0004197;GO:0004221;GO:0006511;GO:0008479;GO:0007268;GO:0048167"	"Posttranslational modification, protein turnover, chaperones"	"Segkk450_pilon"	13928	27164
"comp3142_c0_seq1"	0.0078293521204523	"isogroup3142"	"Regulatory protein MLP and related LIM proteins ; cysteine and glycine-rich protein E=4e-43"	"GO:0008270"	"Cytoskeleton"	"Segkk307_pilon"	106214	117325
"comp2965_c0_seq1"	0.00786304712838432	"isogroup2965"	"Palmitoyl protein thioesterase ; palmitoyl-protein thioesterase [EC:3.1.2.22] E=7e-126"	"GO:0003824;GO:0005764;GO:0006464;GO:0008474"	"Lipid transport and metabolism"	"Segkk1225_pilon"	114764	125765
"comp63667_c0_seq1"	0.00788625462649896	"isogroup63667"	"Zinc carboxypeptidase ; discoidin domain receptor family member 1 [EC:2.7.10.1] E=8e-54"	"GO:0007155"	NA	"Segkk1514_pilon"	47719	48475
"comp14643_c0_seq1"	0.00788694578188831	"isogroup14643"	"Mitochondrial translation initiation factor 2 (IF-2; GTPase) ; translation initiation factor 5B E=3e-18"	"GO:0003743;GO:0005525;GO:0006413;GO:0006412"	"Translation, ribosomal structure and biogenesis"	"Segkk437_pilon"	4099	16213
"comp50162_c0_seq1"	0.00788945428999052	"isogroup50162"	"Vacuolar protein sorting-associated protein"	NA	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk3522_pilon"	282918	286447
"comp66000_c0_seq1"	0.00797142218675322	"isogroup66000"	NA	NA	NA	"Segkk2762_pilon"	46714	46967
"comp13827_c0_seq1"	0.00824142750383669	"isogroup13827"	NA	NA	NA	"Segkk1182_pilon"	18218	26590
"comp19755_c0_seq1"	0.00824142750383669	"isogroup19755"	"Nuclear protein export factor"	NA	"Cell cycle control, cell division, chromosome partitioning"	"Segkk2410_pilon"	117910	142309
"comp20515_c0_seq1"	0.00824142750383669	"isogroup20515"	"Nuclear transport receptor CRM1/MSN5 (importin beta superfamily) ; exportin-T E=4e-06"	"GO:0000059;GO:0005634;GO:0005643;GO:0005737;GO:0008565"	"Nuclear structure"	"Segkk2815_pilon"	10927	25513
"comp7168_c0_seq1"	0.00824142750383669	"isogroup7168"	"folate receptor E=2e-123"	NA	NA	"Segkk3364_pilon"	169681	170621
"comp296_c0_seq1"	0.00824491691030259	"isogroup296"	"Glutathione S-transferase ; elongation factor 1-gamma E=2e-105"	"GO:0003746;GO:0005853;GO:0006414;GO:0004364"	"Posttranslational modification, protein turnover, chaperones"	"Segkk435_pilon"	286722	292478
"comp29501_c0_seq1"	0.00827236038880955	"isogroup29501"	"Caspase, apoptotic cysteine protease ; NACHT, LRR and PYD domains-containing protein 3 E=8e-68"	"GO:0005515;GO:0042981;GO:0006915;GO:1900119"	"Cell cycle control, cell division, chromosome partitioning"	"Segkk3722_pilon"	20955	28046
"comp80736_c0_seq1"	0.00833738873035991	"isogroup80736"	NA	NA	NA	"Segkk1253_pilon"	21479	21690
"comp17135_c0_seq1"	0.00835568486494576	"isogroup17135"	NA	NA	NA	"Segkk1797_pilon"	87847	99814
"comp7683_c0_seq1"	0.00837348868688084	"isogroup7683"	"Rho GTPase effector BNI1 and related formins ; dishevelled associated activator of morphogenesis E=1e-40"	"GO:0003779;GO:0016043;GO:0017048;GO:0030036;GO:0004806"	"Cytoskeleton"	"Segkk4225_pilon"	183	4098
"comp91462_c0_seq1"	0.00837348868688084	"isogroup91462"	NA	NA	NA	"Segkk3700_pilon"	66887	67100
"comp8910_c0_seq1"	0.00839443964782267	"isogroup8910"	"Uncharacterized conserved protein"	NA	NA	"Segkk968_pilon"	508931	513236
"comp379_c0_seq1"	0.00841225343079611	"isogroup379"	"FOG: RRM domain ; cold-inducible RNA-binding protein E=1e-46"	"GO:0003676"	NA	"Segkk1947_pilon"	65287	71406
"comp8587_c0_seq1"	0.00845821017575657	"isogroup8587"	"Mitochondrial polypeptide chain release factor ; peptide chain release factor 1 E=4e-110"	"GO:0003747;GO:0006415;GO:0005737;GO:0016149"	"Translation, ribosomal structure and biogenesis"	"Segkk1452_pilon"	101668	110864
"comp25547_c0_seq1"	0.0085043458674959	"isogroup25547"	"Ficolin and related extracellular proteins ; heparan sulfate proteoglycan 2 (perlecan) E=2e-37"	NA	NA	"Segkk4037_pilon"	265596	305189
"comp57103_c0_seq1"	0.00850951316139172	"isogroup57103"	NA	NA	NA	"Segkk837_pilon"	201091	201265
"comp9504_c0_seq1"	0.00855242065835339	"isogroup9504"	"Ubiquitin protein ligase RSP5/NEDD4 ; E3 ubiquitin-protein ligase NEDD4 [EC:6.3.2.19] E=4e-122"	"GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk347_pilon"	69812	92636
"comp12832_c0_seq1"	0.0087248566419306	"isogroup12832"	"centromeric protein E E=1e-05"	NA	NA	"Segkk3164_pilon"	3207	4950
"comp17020_c0_seq1"	0.00878829591306768	"isogroup17020"	"Alpha-D-galactosidase (melibiase) ; alpha-N-acetylgalactosaminidase [EC:3.2.1.49] E=1e-125"	"GO:0004553;GO:0005975;GO:0004557;GO:0008456"	"Carbohydrate transport and metabolism"	"Segkk3111_pilon"	85342	98358
"comp10938_c0_seq1"	0.00881788184676396	"isogroup10938"	"Cell surface glycoprotein STIM, contains SAM domain"	NA	NA	"Segkk3324_pilon"	117079	127015
"comp33438_c0_seq1"	0.00888354283702769	"isogroup33438"	NA	NA	NA	"Segkk1883_pilon"	8180	12631
"comp79675_c0_seq1"	0.00888354283702769	"isogroup79675"	NA	NA	NA	"Segkk1165_pilon"	23598	23799
"comp12849_c0_seq1"	0.00888784738639045	"isogroup12849"	"dsRNA-specific nuclease Dicer and related ribonucleases ; endoribonuclease Dicer [EC:3.1.26.-] E=5e-180"	"GO:0003723;GO:0004525;GO:0006396"	"RNA processing and modification "	"Segkk937_pilon"	13380	19701
"comp26540_c0_seq1"	0.00888924632240339	"isogroup26540"	"Adenosine monophosphate deaminase ; AMP deaminase [EC:3.5.4.6] E=1e-67"	"GO:0009168;GO:0019239;GO:0003876"	"Nucleotide transport and metabolism"	"Segkk1261_pilon"	66728	74960
"comp1656_c0_seq1"	0.00889283107600964	"isogroup1656"	"Dipeptidyl aminopeptidase ; acylaminoacyl-peptidase [EC:3.4.19.1] E=8e-09"	"GO:0003824;GO:0004254"	"Posttranslational modification, protein turnover, chaperones"	"Segkk2618_pilon"	49092	59210
"comp5553_c0_seq1"	0.00891935603688972	"isogroup5553"	"GA-binding protein transcription factor, beta E=2e-52"	NA	NA	"Segkk2861_pilon"	171966	177940
"comp82131_c0_seq1"	0.00892537332269987	"isogroup82131"	"GABA receptor ; gamma-aminobutyric acid (GABA) receptor, invertebrate E=9e-34"	"GO:0004890;GO:0005216;GO:0006811;GO:0016020;GO:0005230;GO:0016021;GO:0045211;GO:0006810"	"Signal transduction mechanisms"	"Segkk3048_pilon"	88278	90450
"comp17679_c0_seq1"	0.00897672628695935	"isogroup17679"	"hedgehog interacting protein E=5e-161"	NA	NA	"Segkk580_pilon"	178492	182912
"comp15552_c0_seq1"	0.00898795820222505	"isogroup15552"	"Ras GTPase-activating protein ; neurofibromin 1 E=6e-13"	"GO:0007242;GO:0005099"	"Signal transduction mechanisms"	"Segkk3192_pilon"	80211	89914
"comp79081_c0_seq1"	0.00901008484746118	"isogroup79081"	"SNF2 family DNA-dependent ATPase"	"GO:0003677;GO:0005524;GO:0003910;GO:0006260;GO:0006281;GO:0006310;GO:0008026;GO:0003676;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626"	"Chromatin structure and dynamics"	"Segkk968_pilon"	40530	43077
"comp46773_c0_seq1"	0.00901500256702892	"isogroup46773"	NA	NA	NA	"Segkk968_pilon"	246980	247231
"comp29816_c0_seq1"	0.00907915678427264	"isogroup29816"	"Fatty acyl-CoA elongase/Polyunsaturated fatty acid specific elongation enzyme ; elongation of very long chain fatty acids protein 4 E=9e-29"	"GO:0016021;GO:0009922"	"Lipid transport and metabolism"	"Segkk1050_pilon"	396343	406966
"comp19189_c0_seq1"	0.00921204989969758	"isogroup19189"	NA	NA	NA	"Segkk4025_pilon"	218450	227085
"comp62709_c0_seq1"	0.00921204989969758	"isogroup62709"	NA	NA	NA	"Segkk2985_pilon"	229964	230207
"comp6835_c0_seq1"	0.00921204989969758	"isogroup6835"	"Dystroglycan"	"GO:0005509;GO:0005515"	"Extracellular structures"	"Segkk60_pilon"	232069	240915
"comp13315_c0_seq1"	0.00922387272097155	"isogroup13315"	"Inositol-1,4,5-triphosphate 5-phosphatase (synaptojanin), INP51/INP52/INP53 family ; phosphatidylinositol-bisphosphatase [EC:3.1.3.36] E=4e-151"	"GO:0004437;GO:0004439"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk4108_pilon"	20530	35721
"comp67695_c0_seq1"	0.00922387272097155	"isogroup67695"	NA	NA	NA	"Segkk3197_pilon"	138972	139236
"comp60237_c0_seq1"	0.00922540708595372	"isogroup60237"	NA	NA	NA	"Segkk3303_pilon"	3074	3443
"comp87869_c0_seq1"	0.00924072727385929	"isogroup87869"	NA	NA	NA	"Segkk1345_pilon"	10000	10219
"comp2642_c0_seq1"	0.00928353167032459	"isogroup2642"	"Succinyl-CoA synthetase, alpha subunit ; succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5] E=2e-12"	"GO:0003824;GO:0008152;GO:0004776;GO:0042709;GO:0045244;GO:0004775"	"Energy production and conversion"	"Segkk347_pilon"	44744	65337
"comp68496_c0_seq1"	0.00928353167032459	"isogroup68496"	NA	NA	NA	"Segkk744_pilon"	117981	118251
"comp66334_c0_seq1"	0.009304069909137	"isogroup66334"	NA	NA	NA	"Segkk3493_pilon"	94673	94873
"comp76464_c0_seq1"	0.00931306529764536	"isogroup76464"	NA	NA	NA	"Segkk1415_pilon"	58411	58953
"comp15691_c0_seq1"	0.00932626792038983	"isogroup15691"	"FOG: Ankyrin repeat ; ankyrin E=1e-106"	NA	NA	"Segkk3139_pilon"	30488	38146
"comp17436_c0_seq1"	0.00932626792038983	"isogroup17436"	"RNA helicase ; ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13] E=1e-18"	"GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626"	"RNA processing and modification "	"Segkk51_pilon"	139865	147738
"comp10949_c0_seq1"	0.00941247090669774	"isogroup10949"	"FERM domain protein EHM2 ; erythrocyte membrane protein band 4.1 E=3e-61"	"GO:0005856"	NA	"Segkk2772_pilon"	66441	85533
"comp25765_c0_seq1"	0.00947118642422396	"isogroup25765"	NA	NA	NA	"Segkk1135_pilon"	1913	6783
