"gene_id"	"adj.pval"	"iso"	"gene"	"GO"	"kog"	"chr"	"start"	"end"
"comp29942_c0_seq1"	0.00208886621568101	"isogroup29942"	"Flavin-containing monooxygenase ; dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8] E=3e-153"	"GO:0004497;GO:0006118;GO:0016491;GO:0015036;GO:0004499;GO:0005792"	"Secondary metabolites biosynthesis, transport and catabolism"	"Segkk2483_pilon"	333362	337010
"comp9598_c0_seq1"	0.00210837641500699	"isogroup9598"	"U3 small nucleolar RNA-associated protein 10 E=1e-34"	"GO:0006118"	NA	"Segkk2431_pilon"	42930	52547
"comp30277_c0_seq1"	0.00211302880772019	"isogroup30277"	NA	NA	NA	"Segkk2642_pilon"	126842	127168
"comp16995_c0_seq1"	0.0021161794638178	"isogroup16995"	"Predicted esterase of the alpha-beta hydrolase superfamily (Neuropathy target esterase), contains cAMP-binding domains"	"GO:0005554;GO:0003824;GO:0045735"	NA	"Segkk3165_pilon"	77370	93058
"comp14623_c0_seq1"	0.00213216906575096	"isogroup14623"	"Uncharacterized conserved protein, contains IPT/TIG domain"	NA	NA	"Segkk978_pilon"	81601	83946
"comp47027_c0_seq1"	0.0021423017724282	"isogroup47027"	NA	NA	NA	"Segkk4065_pilon"	254359	254593
"comp560_c0_seq1"	0.00217185861936972	"isogroup560"	"Cytochrome c oxidase, subunit VIIc/COX8"	"GO:0004129;GO:0006118;GO:0009481;GO:0009482;GO:0009483;GO:0009485;GO:0006950;GO:0006979;GO:0034599"	"Energy production and conversion"	"Segkk4302_pilon"	125496	127099
"comp6527_c0_seq1"	0.00219221362038087	"isogroup6527"	"sestrin E=1e-177"	"GO:0005634;GO:0007050"	NA	"Segkk2147_pilon"	23859	31196
"comp7373_c0_seq1"	0.00220037873778092	"isogroup7373"	NA	NA	NA	"Segkk2748_pilon"	76262	84716
"comp15033_c0_seq1"	0.00220218660586599	"isogroup15033"	"AAA ATPase containing von Willebrand factor type A (vWA) domain"	"GO:0004197;GO:0006508;GO:0005524;GO:0000166;GO:0017111"	NA	"Segkk2580_pilon"	12344	18964
"comp53_c0_seq1"	0.00224729747955419	"isogroup53"	"Cyclophilin type peptidyl-prolyl cis-trans isomerase ; peptidyl-prolyl isomerase G (cyclophilin G) [EC:5.2.1.8] E=5e-49"	"GO:0006457;GO:0003755;GO:0004600;GO:0030051;GO:0042027;GO:0016018"	"Posttranslational modification, protein turnover, chaperones"	"Segkk2433_pilon"	120109	122494
"comp20902_c0_seq1"	0.00226556934630197	"isogroup20902"	"von Willebrand factor and related coagulation proteins ; meprin A, beta [EC:3.4.24.18] E=2e-80"	"GO:0016020;GO:0004238;GO:0017090;GO:0002226;GO:0042381"	"Extracellular structures"	"Segkk2763_pilon"	32945	72770
"comp72529_c0_seq1"	0.0023323113631066	"isogroup72529"	"GABA receptor ; gamma-aminobutyric acid (GABA) receptor, invertebrate E=7e-75"	"GO:0004890;GO:0005216;GO:0006811;GO:0016020;GO:0005230;GO:0016021;GO:0045211;GO:0006810"	"Signal transduction mechanisms"	"Segkk3048_pilon"	60616	62598
"comp5829_c0_seq1"	0.00235457283372822	"isogroup5829"	"Ca2+ sensor (EF-Hand superfamily) ; recoverin E=3e-49"	"GO:0005509;GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357"	"Signal transduction mechanisms"	"Segkk4021_pilon"	49027	60554
"comp44444_c0_seq1"	0.00235909649899859	"isogroup44444"	NA	NA	NA	"Segkk96_pilon"	27184	33483
"comp17874_c0_seq1"	0.00239452544029225	"isogroup17874"	NA	NA	NA	"Segkk28_pilon"	106821	107335
"comp9887_c0_seq1"	0.00239452544029225	"isogroup9887"	NA	NA	NA	"Segkk58_pilon"	170891	171899
"comp79866_c0_seq1"	0.00241032073164933	"isogroup79866"	NA	NA	NA	"Segkk3392_pilon"	11195	11420
"comp15760_c0_seq1"	0.00241306041922033	"isogroup15760"	"FOG: Immunoglobulin C-2 Type/fibronectin type III domains"	"GO:0016020;GO:0016337"	"Signal transduction mechanisms"	"Segkk644_pilon"	90677	92113
"comp33403_c0_seq1"	0.00241306041922033	"isogroup33403"	"endonuclease G, mitochondrial E=2e-26"	"GO:0004519"	NA	"Segkk3173_pilon"	19074	21571
"comp30571_c0_seq1"	0.00242048065031079	"isogroup30571"	NA	NA	NA	"Segkk2987_pilon"	46053	46570
"comp5645_c0_seq1"	0.00244368001858842	"isogroup5645"	"Predicted E3 ubiquitin ligase ; ariadne-1 E=3e-163"	"GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3845_pilon"	42284	58614
"comp7689_c0_seq1"	0.00244368001858842	"isogroup7689"	"Protein phosphatase 1, regulatory subunit, and related proteins ; mitogen-activated protein kinase organizer 1 E=3e-11"	"GO:0004016;GO:0008294"	"Signal transduction mechanisms"	"Segkk3883_pilon"	169645	180059
"comp79502_c0_seq1"	0.00245817968018205	"isogroup79502"	NA	NA	NA	"Segkk1290_pilon"	170100	170318
"comp21184_c0_seq1"	0.00249242065547403	"isogroup21184"	"Phosphoglucomutase/phosphomannomutase"	"GO:0005975;GO:0016868"	"Carbohydrate transport and metabolism"	"Segkk1451_pilon"	188193	226024
"comp6740_c0_seq1"	0.00249267289059436	"isogroup6740"	"Beta-TrCP (transducin repeats containing)/Slimb proteins ; 3-oxo-5-alpha-steroid 4-dehydrogenase 3 [EC:1.3.99.5] E=4e-79"	"GO:0016905;GO:0047751"	NA	"Segkk464_pilon"	194702	200348
"comp87869_c0_seq1"	0.00253551302586042	"isogroup87869"	NA	NA	NA	"Segkk1345_pilon"	10000	10219
"comp21935_c0_seq1"	0.00255405553588413	"isogroup21935"	NA	NA	NA	"Segkk1011_pilon"	403667	407521
"comp977_c0_seq1"	0.00255997295794745	"isogroup977"	"Polytopic membrane protein Prominin ; prominin E=1e-107"	"GO:0016021"	NA	"Segkk3826_pilon"	574	21870
"comp53509_c0_seq1"	0.00256785019910192	"isogroup53509"	NA	NA	NA	"Segkk680_pilon"	35606	35958
"comp82131_c0_seq1"	0.00256785019910192	"isogroup82131"	"GABA receptor ; gamma-aminobutyric acid (GABA) receptor, invertebrate E=9e-34"	"GO:0004890;GO:0005216;GO:0006811;GO:0016020;GO:0005230;GO:0016021;GO:0045211;GO:0006810"	"Signal transduction mechanisms"	"Segkk3048_pilon"	88278	90450
"comp29778_c0_seq1"	0.00258386136911944	"isogroup29778"	"Translation initiation factor 2C (eIF-2C) and related proteins"	"GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0007218;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557;GO:0006412"	"Translation, ribosomal structure and biogenesis"	"Segkk3327_pilon"	158991	163293
"comp13234_c0_seq1"	0.00259280033932781	"isogroup13234"	"Serine/threonine protein kinase"	NA	"Signal transduction mechanisms"	"Segkk3973_pilon"	242467	256762
"comp19880_c0_seq1"	0.00259280033932781	"isogroup19880"	"Low-density lipoprotein receptors containing Ca2+-binding EGF-like domains ; low density lipoprotein-related protein 2 E=6e-110"	"GO:0016020;GO:0005509"	"Signal transduction mechanisms"	"Segkk2985_pilon"	32533	39318
"comp84148_c0_seq1"	0.00259280033932781	"isogroup84148"	NA	NA	NA	"Segkk4065_pilon"	244394	244640
"comp8138_c0_seq1"	0.00260875421137891	"isogroup8138"	NA	NA	NA	"Segkk748_pilon"	22688	30660
"comp14700_c0_seq1"	0.0026250351468482	"isogroup14700"	NA	NA	NA	"Segkk3134_pilon"	235060	236651
"comp23236_c0_seq1"	0.0026250351468482	"isogroup23236"	NA	NA	NA	"Segkk4309_pilon"	76343	76596
"comp49755_c0_seq1"	0.0026250351468482	"isogroup49755"	"Kinesin light chain"	"GO:0006952;GO:0042829;GO:0005515;GO:0042981;GO:0005524;GO:0006915"	"Cytoskeleton"	"Segkk786_pilon"	145974	149281
"comp36832_c0_seq1"	0.00263713769968535	"isogroup36832"	"dystroglycan 1 E=8e-104"	"GO:0016011"	NA	"Segkk60_pilon"	148441	149892
"comp1046_c0_seq1"	0.00264787927425172	"isogroup1046"	NA	NA	NA	"Segkk654_pilon"	8740	8883
"comp12085_c0_seq1"	0.00264787927425172	"isogroup12085"	"Vacuolar protein sorting-associated protein"	NA	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk426_pilon"	48484	77441
"comp16131_c0_seq1"	0.00269091386870462	"isogroup16131"	"Thyroid hormone receptor-associated protein complex, subunit TRAP230"	NA	"Transcription"	"Segkk3454_pilon"	556401	559552
"comp24916_c0_seq1"	0.00269305934957546	"isogroup24916"	NA	NA	NA	"Segkk1078_pilon"	20380	22598
"comp68372_c0_seq1"	0.00275659045338703	"isogroup68372"	"Nischarin, modulator of integrin alpha5 subunit action"	"GO:0007242"	"Signal transduction mechanisms"	"Segkk2109_pilon"	177217	180311
"comp11292_c0_seq1"	0.00275739664118107	"isogroup11292"	"DNA replication licensing factor, MCM4 component ; minichromosome maintenance protein 5 (cell division control protein 46) E=2e-97"	"GO:0003677;GO:0005524;GO:0006270;GO:0008094;GO:0000166;GO:0017111;GO:0005634;GO:0004003;GO:0004004;GO:0008026;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626;GO:0042555;GO:0051301"	"Replication, recombination and repair"	"Segkk3945_pilon"	152157	168813
"comp213_c0_seq1"	0.00275739664118107	"isogroup213"	"Elongation factor 2 ; elongation factor 2 E=1e-41"	"GO:0005525;GO:0006412;GO:0003746"	"Translation, ribosomal structure and biogenesis"	"Segkk4116_pilon"	45468	61757
"comp21407_c0_seq1"	0.0028094453851301	"isogroup21407"	"Cytoplasmic dynein intermediate chain ; cyclin-dependent kinase 8/11 [EC:2.7.11.22] E=2e-05"	"GO:0004693;GO:0008353"	"Cytoskeleton"	"Segkk3331_pilon"	153770	168937
"comp3492_c0_seq1"	0.0028689937485696	"isogroup3492"	"Serine/threonine protein kinase ; protein kinase [EC:2.7.1.37] E=2e-43"	"GO:0004672;GO:0005524;GO:0006468;GO:0004674"	"Signal transduction mechanisms"	"Segkk3728_pilon"	17473	32526
"comp13669_c0_seq1"	0.00287896358477561	"isogroup13669"	"MORC family ATPases"	"GO:0003677;GO:0006355;GO:0008270"	"Cell cycle control, cell division, chromosome partitioning"	"Segkk384_pilon"	267161	270110
"comp35166_c0_seq1"	0.00289811831313303	"isogroup35166"	"Basement membrane-specific heparan sulfate proteoglycan (HSPG) core protein"	NA	"Posttranslational modification, protein turnover, chaperones"	"Segkk2883_pilon"	11105	26173
"comp43724_c0_seq1"	0.00289942016247806	"isogroup43724"	NA	NA	NA	"Segkk1074_pilon"	15938	22648
"comp13656_c0_seq1"	0.00292855148836562	"isogroup13656"	"Predicted polypeptide N-acetylgalactosaminyltransferase ; polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.41] E=3e-146"	"GO:0005509;GO:0004653"	"Posttranslational modification, protein turnover, chaperones"	"Segkk4309_pilon"	127538	135768
"comp1764_c0_seq1"	0.00293465519026802	"isogroup1764"	"Protein tyrosine phosphatase ; L1 cell adhesion molecule E=1e-100"	"GO:0004725;GO:0006470;GO:0004721"	"Signal transduction mechanisms"	"Segkk2531_pilon"	25752	50009
"comp27611_c0_seq1"	0.00295125088711193	"isogroup27611"	"Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; latent transforming growth factor beta binding protein E=3e-26"	"GO:0005509"	"Signal transduction mechanisms"	"Segkk1306_pilon"	1089	8725
"comp12392_c0_seq1"	0.00296473078402493	"isogroup12392"	"Predicted E3 ubiquitin ligase"	"GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk837_pilon"	214398	220391
"comp22846_c0_seq1"	0.00299156208259496	"isogroup22846"	"Transcription regulator XNP/ATRX, DEAD-box superfamily"	NA	"Transcription"	"Segkk1587_pilon"	31187	96901
"comp824_c0_seq1"	0.00300383086197519	"isogroup824"	NA	NA	NA	"Segkk3763_pilon"	10739	24765
"comp26524_c0_seq1"	0.00300623439116951	"isogroup26524"	"ADP-ribosylarginine hydrolase [EC:3.2.2.19] E=4e-129"	"GO:0003875"	NA	"Segkk1251_pilon"	18853	22053
"comp5468_c0_seq1"	0.00301539594894515	"isogroup5468"	"Predicted transcription factor ; ETS translocation variant 1/4/5 E=3e-30"	"GO:0003700;GO:0005634;GO:0006355;GO:0003677"	"Transcription"	"Segkk228_pilon"	77230	86477
"comp9468_c0_seq1"	0.00301539594894515	"isogroup9468"	"Predicted helicase ; nucleosome-remodeling factor subunit BPTF E=1e-15"	"GO:0003677;GO:0005524;GO:0000785;GO:0003682;GO:0005634;GO:0006333;GO:0008026;GO:0003676;GO:0004386;GO:0006355;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626"	NA	"Segkk310_pilon"	59494	71347
"comp18821_c0_seq1"	0.00306076066364711	"isogroup18821"	"Threonine/serine dehydratases ; threonine dehydratase [EC:4.3.1.19] E=2e-108"	"GO:0003824;GO:0008152;GO:0004794"	"Amino acid transport and metabolism"	"Segkk1975_pilon"	141767	149878
"comp9194_c0_seq1"	0.00306076066364711	"isogroup9194"	"Uncharacterized conserved protein"	NA	NA	"Segkk4289_pilon"	105805	113580
"comp23631_c0_seq1"	0.00306428928965183	"isogroup23631"	"Ca2+-permeable cation channel OSM-9 and related channels (OTRPC family)"	"GO:0003910;GO:0005524;GO:0006260;GO:0006281;GO:0006310;GO:0005261;GO:0006812;GO:0016020;GO:0007600"	"Signal transduction mechanisms"	"Segkk2795_pilon"	21970	30494
"comp76259_c0_seq1"	0.00306836229288069	"isogroup76259"	NA	NA	NA	"Segkk2517_pilon"	36752	37032
"comp1418_c0_seq1"	0.00308252912173771	"isogroup1418"	"Projectin/twitchin and related proteins"	NA	"Cytoskeleton"	"Segkk908_pilon"	226609	236854
"comp7821_c0_seq1"	0.00308252912173771	"isogroup7821"	"Chromodomain-helicase DNA-binding protein ; chromodomain-helicase-DNA-binding protein 4 [EC:3.6.4.12] E=1e-87"	"GO:0003677;GO:0005524;GO:0000785;GO:0003682;GO:0005634;GO:0006333;GO:0008026;GO:0003676;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626"	"Transcription"	"Segkk310_pilon"	71323	93180
"comp296_c0_seq1"	0.00308520541653643	"isogroup296"	"Glutathione S-transferase ; elongation factor 1-gamma E=2e-105"	"GO:0003746;GO:0005853;GO:0006414;GO:0004364"	"Posttranslational modification, protein turnover, chaperones"	"Segkk435_pilon"	286722	292478
"comp35775_c0_seq1"	0.00308520541653643	"isogroup35775"	"DNA helicase PIF1/RRM3 ; ATP-dependent DNA helicase PIF1 [EC:3.6.4.12] E=3e-05"	"GO:0017116;GO:0033682;GO:0042162;GO:0043141"	"Cell cycle control, cell division, chromosome partitioning"	"Segkk1600_pilon"	74473	82141
"comp2091_c0_seq1"	0.00311009947996671	"isogroup2091"	"Peptidyl-prolyl cis-trans isomerase ; DNA polymerase epsilon subunit 3 [EC:2.7.7.7] E=1e-53"	"GO:0016853;GO:0003755;GO:0004600;GO:0030051;GO:0042027;GO:0003893"	"Posttranslational modification, protein turnover, chaperones"	"Segkk1778_pilon"	11291	17650
"comp31369_c0_seq1"	0.00311283937634521	"isogroup31369"	"Fibrillins and related proteins containing Ca2+-binding EGF-like domains"	NA	"Signal transduction mechanisms"	"Segkk2581_pilon"	73714	99687
"comp76890_c0_seq1"	0.00311801981517589	"isogroup76890"	NA	NA	NA	"Segkk542_pilon"	27194	27541
"comp68110_c0_seq1"	0.00312642456606259	"isogroup68110"	NA	NA	NA	"Segkk1607_pilon"	86446	95653
"comp18038_c0_seq1"	0.00313512070125969	"isogroup18038"	"C-type lectin ; selectin, platele E=2e-44"	"GO:0007155;GO:0005529;GO:0002226;GO:0001867"	"Signal transduction mechanisms"	"Segkk982_pilon"	30876	32571
"comp40154_c0_seq1"	0.00313714934456576	"isogroup40154"	NA	NA	NA	"Segkk1157_pilon"	90142	92981
"comp79675_c0_seq1"	0.00313714934456576	"isogroup79675"	NA	NA	NA	"Segkk1165_pilon"	23598	23799
"comp92557_c0_seq1"	0.00314997017268252	"isogroup92557"	NA	NA	NA	"Segkk2512_pilon"	13190	16723
"comp30692_c0_seq1"	0.00317399165565137	"isogroup30692"	NA	NA	NA	"Segkk1502_pilon"	3417	3709
"comp13144_c0_seq1"	0.00318954667706734	"isogroup13144"	NA	NA	NA	"Segkk4232_pilon"	68600	71114
"comp46968_c0_seq1"	0.00320902532123814	"isogroup46968"	NA	NA	NA	"Segkk3192_pilon"	423952	427080
"comp29686_c0_seq1"	0.00323949160091701	"isogroup29686"	"Voltage-gated Ca2+ channels, alpha1 subunits ; voltage-dependent calcium channel N type alpha-1B E=2e-132"	"GO:0005261;GO:0006812;GO:0016020;GO:0005245;GO:0005891;GO:0006816;GO:0005216;GO:0006811;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557;GO:0007268"	"Signal transduction mechanisms"	"Segkk464_pilon"	261944	280638
"comp34586_c0_seq1"	0.00324477366329747	"isogroup34586"	NA	NA	NA	"Segkk2390_pilon"	167145	170163
"comp23084_c0_seq1"	0.00326435973047396	"isogroup23084"	"Neural cell adhesion molecule L1 ; roundabout, axon guidance receptor 1 E=9e-54"	NA	"Signal transduction mechanisms"	"Segkk3139_pilon"	63560	66280
"comp5332_c0_seq1"	0.00327363702356126	"isogroup5332"	"DHHC-type Zn-finger proteins"	"GO:0046872"	NA	"Segkk581_pilon"	272030	282764
"comp6707_c0_seq1"	0.00327839437563206	"isogroup6707"	NA	NA	NA	"Segkk968_pilon"	603729	604780
"comp19613_c0_seq1"	0.00329968028437244	"isogroup19613"	NA	NA	NA	"Segkk951_pilon"	199111	200166
"comp18292_c0_seq1"	0.00329984623334635	"isogroup18292"	"C-type lectin"	"GO:0002226;GO:0001867"	"Defense mechanisms"	"Segkk2846_pilon"	56391	57800
"comp73573_c0_seq1"	0.00335479149275635	"isogroup73573"	NA	NA	NA	"Segkk3057_pilon"	148730	148969
"comp1821_c0_seq1"	0.00336401118831178	"isogroup1821"	NA	NA	NA	"Segkk750_pilon"	151540	162287
"comp27519_c0_seq1"	0.00336401118831178	"isogroup27519"	"Molecular chaperone (DnaJ superfamily) ; stress-induced-phosphoprotein 1 E=2e-10"	"GO:0005528;GO:0006950;GO:0033554;GO:0061077"	"Posttranslational modification, protein turnover, chaperones"	"Segkk1603_pilon"	60505	62903
"comp64088_c0_seq1"	0.00336401118831178	"isogroup64088"	NA	NA	NA	"Segkk2887_pilon"	29779	30133
"comp76591_c0_seq1"	0.00336401118831178	"isogroup76591"	"AAA ATPase containing von Willebrand factor type A (vWA) domain"	"GO:0000166;GO:0017111"	NA	"Segkk3979_pilon"	243243	244293
"comp50878_c0_seq1"	0.00336928650405461	"isogroup50878"	NA	NA	NA	"Segkk3394_pilon"	120464	123101
"comp43028_c0_seq1"	0.00338008088525033	"isogroup43028"	NA	NA	NA	"Segkk1995_pilon"	67048	67621
"comp13207_c0_seq1"	0.00338346915739986	"isogroup13207"	"Protein tyrosine phosphatase ; protein tyrosine phosphatase, receptor type, D [EC:3.1.3.48] E=3e-93"	"GO:0004725;GO:0006470;GO:0004721;GO:0004727;GO:0005001"	"Signal transduction mechanisms"	"Segkk1209_pilon"	59610	72076
"comp5666_c0_seq1"	0.00338346915739986	"isogroup5666"	"Protein required for 18S rRNA maturation and 40S ribosome biogenesis ; essential for mitotic growth 1 E=8e-102"	"GO:0003746;GO:0006414;GO:0005634;GO:0007046;GO:0006412"	"Translation, ribosomal structure and biogenesis"	"Segkk3422_pilon"	211228	215823
"comp9364_c0_seq1"	0.00338346915739986	"isogroup9364"	"polycystin 1 E=7e-15"	NA	"Signal transduction mechanisms"	"Segkk1235_pilon"	135873	171754
"comp4725_c0_seq1"	0.00340057831712992	"isogroup4725"	"serine/arginine repetitive matrix protein 2 E=1e-23"	NA	NA	"Segkk2219_pilon"	425019	427146
"comp1651_c0_seq1"	0.0034067009076148	"isogroup1651"	"Crk family adapters ; growth factor receptor-binding protein 2 E=1e-14"	"GO:0007242;GO:0005099"	"Signal transduction mechanisms"	"Segkk434_pilon"	28512	38599
"comp18346_c0_seq1"	0.00349419729358282	"isogroup18346"	"FAD-dependent sulfhydryl oxidase/quiescin and related proteins ; thiol oxidase [EC:1.8.3.2] E=1e-16"	"GO:0005489;GO:0006118;GO:0016972"	"Cell cycle control, cell division, chromosome partitioning"	"Segkk963_pilon"	48066	54572
"comp5602_c0_seq1"	0.00350870462601388	"isogroup5602"	NA	NA	NA	"Segkk574_pilon"	31778	32236
"comp33356_c0_seq1"	0.00355665694449275	"isogroup33356"	NA	NA	NA	"Segkk435_pilon"	412233	415149
"comp66000_c0_seq1"	0.00355816390433596	"isogroup66000"	NA	NA	NA	"Segkk2762_pilon"	46714	46967
"comp3525_c0_seq1"	0.00358019000272076	"isogroup3525"	"Predicted GTP-binding protein (ODN superfamily) ; GTP-binding protein E=3e-13"	"GO:0005525"	NA	"Segkk3420_pilon"	68918	78702
"comp19427_c0_seq1"	0.00358643145137556	"isogroup19427"	"Attractin and platelet-activating factor acetylhydrolase ; F-box protein 42 E=2e-159"	"GO:0005509;GO:0005198;GO:0004872;GO:0016020;GO:0007275;GO:0003824"	"Defense mechanisms"	"Segkk1332_pilon"	20449	27545
"comp13827_c0_seq1"	0.00364782464979152	"isogroup13827"	NA	NA	NA	"Segkk1182_pilon"	18218	26590
"comp4218_c0_seq1"	0.00366854617293283	"isogroup4218"	"SWI/SNF transcription activation complex subunit ; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D E=3e-65"	"GO:0008318;GO:0018346;GO:0005634"	"Transcription"	"Segkk1317_pilon"	238476	252645
"comp22944_c0_seq1"	0.00368029437759732	"isogroup22944"	"Cyclic GMP phosphodiesterase ; calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase [EC:3.1.4.17] E=4e-163"	"GO:0004114;GO:0007165;GO:0003824;GO:0051342;GO:0004117"	"Signal transduction mechanisms"	"Segkk4230_pilon"	81526	89976
"comp26318_c0_seq1"	0.00368029437759732	"isogroup26318"	"3-5 DNA helicase ; F-box protein, helicase, 18 [EC:3.6.4.12] E=6e-66"	NA	"Replication, recombination and repair"	"Segkk4318_pilon"	76948	86535
"comp9391_c0_seq1"	0.00370439588600858	"isogroup9391"	"Acetyl-CoA carboxylase ; acetyl-CoA carboxylase / biotin carboxylase [EC:6.4.1.2 6.3.4.14] E=3e-112"	"GO:0003989;GO:0004075"	"Lipid transport and metabolism"	"Segkk4039_pilon"	573920	595016
"comp9505_c0_seq1"	0.00370741435781705	"isogroup9505"	NA	NA	NA	"Segkk1451_pilon"	112199	115376
"comp20203_c0_seq1"	0.00371082933023956	"isogroup20203"	NA	NA	NA	"Segkk1884_pilon"	153483	154292
"comp14439_c0_seq1"	0.00372784952144199	"isogroup14439"	"galactosylceramide sulfotransferase [EC:2.8.2.11] E=9e-160"	"GO:0001733"	NA	"Segkk1982_pilon"	69109	78340
"comp53624_c0_seq1"	0.00374268237757926	"isogroup53624"	"cAMP-dependent protein kinase catalytic subunit (PKA)"	"GO:0004672;GO:0005524;GO:0006468;GO:0007268;GO:0048167"	"Signal transduction mechanisms"	"Segkk1868_pilon"	208951	210909
"comp14581_c0_seq1"	0.00376328495301445	"isogroup14581"	NA	NA	NA	"Segkk1409_pilon"	15351	15620
"comp393_c0_seq1"	0.00377655689788183	"isogroup393"	"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily) ; calpain-5 [EC:3.4.22.-] E=3e-23"	"GO:0004198;GO:0005622;GO:0006508;GO:0005509"	"Signal transduction mechanisms"	"Segkk637_pilon"	11438	31433
"comp24011_c0_seq1"	0.00379654361691705	"isogroup24011"	NA	NA	NA	"Segkk3799_pilon"	52667	57970
"comp66334_c0_seq1"	0.0037981966807098	"isogroup66334"	NA	NA	NA	"Segkk3493_pilon"	94673	94873
"comp29289_c0_seq1"	0.00386487291232173	"isogroup29289"	"DRIM (Down-regulated in metastasis)-like proteins"	NA	"Defense mechanisms"	"Segkk3903_pilon"	40596	45618
"comp2038_c0_seq1"	0.00391044112129192	"isogroup2038"	"NADH:ubiquinone oxidoreductase, NDUFV1/51kDa subunit ; NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3] E=5e-60"	"GO:0005506;GO:0006120;GO:0008137;GO:0010181;GO:0006118;GO:0016651;GO:0051287;GO:0003954"	"Energy production and conversion"	"Segkk3092_pilon"	45670	49994
"comp93547_c0_seq1"	0.00391135821624552	"isogroup93547"	NA	NA	NA	"Segkk2922_pilon"	41954	42339
"comp70054_c0_seq1"	0.00391242781575804	"isogroup70054"	"diacylglycerol O-acyltransferase [EC:2.3.1.20] E=1e-17"	"GO:0004144"	NA	"Segkk2165_pilon"	350553	352913
"comp5177_c0_seq1"	0.00392868351697518	"isogroup5177"	"Axonemal dynein light chain ; dynein light intermediate chain, axonemal E=2e-59"	NA	"Cytoskeleton"	"Segkk2493_pilon"	58909	68698
"comp1528_c0_seq1"	0.00397171905806771	"isogroup1528"	NA	NA	NA	"Segkk2390_pilon"	3779	9248
"comp19247_c0_seq1"	0.00404638692876507	"isogroup19247"	"Zinc carboxypeptidase"	"GO:0004182;GO:0006508"	"Amino acid transport and metabolism"	"Segkk2093_pilon"	22612	31715
"comp31306_c0_seq1"	0.00405475325833499	"isogroup31306"	"Extracellular protein TEM7, contains PSI domain (tumor endothelial marker in humans) ; ADP-ribosylation factor-like 12 E=6e-59"	NA	"Extracellular structures"	"Segkk1988_pilon"	45860	52133
"comp90667_c0_seq1"	0.00407036744770318	"isogroup90667"	NA	NA	NA	"Segkk1944_pilon"	44353	45374
"comp38861_c0_seq1"	0.00408839741943563	"isogroup38861"	NA	NA	NA	"Segkk1592_pilon"	32336	32992
"comp47474_c0_seq1"	0.00411504514465778	"isogroup47474"	NA	NA	NA	"Segkk3988_pilon"	30120	30579
